Name,CountryOperatorOwner,OperatorOwner,Users,Purpose,ApogeeKM,LaunchMassKG,DateOfLaunch,LaunchSite
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20433,2217,3/31/2003,Cape Canaveral
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20221,2217,9/26/2005,Cape Canaveral
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20342,2060,9/25/2006,Cape Canaveral
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20366,2060,11/17/2006,Cape Canaveral
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20213,2217,10/17/2007,Cape Canaveral
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20311,2060,12/20/2007,Cape Canaveral
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20152,2217,3/15/2008,Cape Canaveral
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,20209,2059,8/17/2009,Cape Canaveral
Naxing 2,China,Tsinghua University,Civil,Technology Development,540,20,9/19/2015,Taiyuan Launch Center
NEOSSat (Near Earth Object Surveillance Satellite),Canada,Canadian Space Agency,Government,Space Observation,786,74,2/25/2013,Satish Dhawan Space Center
NigComSat-1R,Nigeria,NigComSat,Commercial,Communications,35795,5150,12/17/2011,Xichang Satellite Launch Center
NigeriaSat-2,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation,705,300,8/17/2011,Dombarovsky Air Base
Nigeriasat-X,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,696,100,8/17/2011,Dombarovsky Air Base
Nilesat 102,Egypt,Egyptian Radio and TV Union,Government,Communications,35808,1825,8/17/2000,Guiana Space Center
Nilesat 201,Egypt,Egyptian Radio and TV Union,Government,Communications,35813,3200,8/4/2010,Guiana Space Center
Nimiq 2,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,35793,3600,12/29/2002,Baikonur Cosmodrome
Nimiq 4,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,35794,4850,9/19/2008,Baikonur Cosmodrome
Nimiq 5,Canada,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),Commercial,Communications,35700,4745,9/17/2009,Baikonur Cosmodrome
Nimiq 6,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,35809,4745,5/18/2012,Baikonur Cosmodrome
NOAA-15 (NOAA-K),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,816,2223,5/13/1998,Vandenberg AFB
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,864,2223,5/20/2005,Vandenberg AFB
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,864,1420,2/6/2009,Vandenberg AFB
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Earth Observation,827,2128,10/28/2011,Vandenberg AFB
NPS-SCAT (Naval Post-graduate School - Solar Cell Array Tester),USA,Naval Post-Graduate School,Government,Technology Development,441,1,11/19/2013,Wallops Island Flight Facility
"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35795,5396,2/3/2005,Baikonur Cosmodrome
"NSS-11 (Worldsat-1, AAP-1, GE-1A) ",Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35798,3582,10/2/2000,Baikonur Cosmodrome
NSS-12,Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35793,,10/29/2009,Guiana Space Center
NSS-5 (Intelsat 803),Netherlands,SES World Skies/Intelsat [SES] (shared capacity),Commercial,Communications,35796,3412,9/23/1997,Guiana Space Center
NSS-6,Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35797,4575,12/17/2002,Guiana Space Center
NSS-7,Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35798,4500,4/16/2002,Guiana Space Center
NSS-806 (Intelsat 806),Netherlands,SES/Intelsat (SES [Société Européenne des Satellites (SES)]) (shared capacity),Commercial,Communications,35794,3720,2/19/1998,Guiana Space Center
NSS-9,Netherlands,SES (Société Européenne des Satellites (SES)),Commercial,Communications,35792,2238,2/11/2009,Guiana Space Center
N-Star C,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35799,1625,7/5/2002,Guiana Space Center
"NUDT Phonesat (National University of Defense Technology Phone Satellite, CAS-3I)",China,National University of Defense Technology/CAMSAT,Military,Technology Demonstration,536,1,9/19/2015,Taiyuan Launch Center
ÑuSat-1 (Fresco),Argentina,Satellogic,Commercial,Earth Observation,499,35,5/29/2016,Taiyuan Launch Center
ÑuSat-2 (Batata),Argentina,Satellogic,Commercial,Earth Observation,500,35,5/29/2016,Taiyuan Launch Center
NuSTAR (Nuclear Spectroscopic Telescope Array),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,632,360,6/13/2012,Kwajalein Island
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,NASA-Ames Research Center/Stanford University,Government/Civil,Space Science,654,6,11/20/2010,Kodiak Launch Complex
O3b FM02,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,700,6/25/2013,Guiana Space Center
O3b FM03,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8071,650,7/10/2014,Guiana Space Center
O3b FM04,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,700,6/25/2013,Guiana Space Center
O3b FM05 (Other 3 Billion),United Kingdom,O3b Networks Ltd.,Commercial,Communications,8068,700,6/25/2013,Guiana Space Center
O3b FM06,United Kingdom,O3b Networks Ltd.,Commercial,Communications,7845,650,7/10/2014,Guiana Space Center
O3B FM07,United Kingdom,O3b Networks Ltd.,Commercial,Communications,7844,650,7/10/2014,Guiana Space Center
O3B FM08,United Kingdom,O3b Networks Ltd.,Commercial,Communications,7842,650,7/10/2014,Guiana Space Center
O3B FM09,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8068,650,12/18/2014,Guiana Space Center
O3B FM10,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,650,12/18/2014,Guiana Space Center
O3B FM11,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,650,12/18/2014,Guiana Space Center
O3B FM12,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,650,12/18/2014,Guiana Space Center
O3b PFM,United Kingdom,O3b Networks Ltd.,Commercial,Communications,8069,700,6/25/2013,Guiana Space Center
OCO 2  (Orbiting Carbon Observatory),USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,704,454,7/2/2014,Vandenberg AFB
Odin,Sweden,Swedish National Space Board,Government,Earth Observation,573,250,2/20/2001,Svobodny Cosmodrome
Ofeq 10,Israel,Ministry of Defense,Military,Earth Observation,601,300,4/9/2014,Palmachim Launch Complex
Ofeq 11,Israel,Ministry of Defense,Military,Earth Observation,608,300,9/13/2016,Palmachim Launch Complex
Ofeq 5,Israel,Ministry of Defense,Military,Earth Observation,764,300,5/28/2002,Palmachim Launch Complex
Ofeq 7,Israel,Ministry of Defense,Military,Earth Observation,576,300,6/10/2007,Palmachim Launch Complex
Ofeq 9,Israel,Ministry of Defense,Military,Earth Observation,589,300,6/22/2010,Palmachim Launch Complex
OPTOS,Spain,Spanish Space Agency,Government,Technology Development,797,3,11/21/2013,Dombarovsky Air Base
Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,35802,3270,9/11/2014,Guiana Space Center
Optus and Defence C1,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Military/Commercial,Communications,35799,4800,6/12/2003,Guiana Space Center
Optus B3,Australia,Optus Communications (Parent: Signapore Telecom),Commercial,Communications,35796,2858,8/28/1994,Xichang Satellite Launch Center
Optus D1,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,35797,2300,10/13/2006,Guiana Space Center
Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,35799,2400,10/5/2007,Guiana Space Center
Optus D3,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,35795,2501,8/21/2009,Guiana Space Center
ORBCOMM FM-10 (ORBCOMM A2),USA,ORBCOMM Inc.,Commercial,Communications,776,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-11 (ORBCOMM A3),USA,ORBCOMM Inc.,Commercial,Communications,777,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-12 (ORBCOMM A4),USA,ORBCOMM Inc.,Commercial,Communications,776,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-13 (ORBCOMM B1),USA,ORBCOMM Inc.,Commercial,Communications,795,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-14 (ORBCOMM B2),USA,ORBCOMM Inc.,Commercial,Communications,794,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-15 (ORBCOMM B3),USA,ORBCOMM Inc.,Commercial,Communications,795,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-16 (ORBCOMM B4),USA,ORBCOMM Inc.,Commercial,Communications,794,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-18 (ORBCOMM B6),USA,ORBCOMM Inc.,Commercial,Communications,796,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-19 (ORBCOMM B7),USA,ORBCOMM Inc.,Commercial,Communications,795,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-20 (ORBCOMM B8),USA,ORBCOMM Inc.,Commercial,Communications,792,45,8/2/1998,Wallops Island Flight Facility
ORBCOMM FM-21 (ORBCOMM C1),USA,ORBCOMM Inc.,Commercial,Communications,822,45,9/23/1998,Wallops Island Flight Facility
ORBCOMM FM-23 (ORBCOMM C3),USA,ORBCOMM Inc.,Commercial,Communications,794,45,9/23/1998,Wallops Island Flight Facility
ORBCOMM FM-27 (ORBCOMM C7),USA,ORBCOMM Inc.,Commercial,Communications,792,45,9/23/1998,Wallops Island Flight Facility
ORBCOMM FM-30 (ORBCOMM D2),USA,ORBCOMM Inc.,Commercial,Communications,796,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-31 (ORBCOMM D3),USA,ORBCOMM Inc.,Commercial,Communications,795,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-32 (ORBCOMM D4),USA,ORBCOMM Inc.,Commercial,Communications,796,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-34 (ORBCOMM D6),USA,ORBCOMM Inc.,Commercial,Communications,796,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-35 (ORBCOMM D7),USA,ORBCOMM Inc.,Commercial,Communications,795,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-36 (ORBCOMM D8),USA,ORBCOMM Inc.,Commercial,Communications,795,45,12/4/1999,Wallops Island Flight Facility
ORBCOMM FM-4 (ORBCOM G2),USA,ORBCOMM Inc.,Commercial,Communications,838,45,2/10/1998,Vandenberg AFB
ORBCOMM FM-5 (ORBCOMM A6),USA,ORBCOMM Inc.,Commercial,Communications,774,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-6 (ORBCOMM A7),USA,ORBCOMM Inc.,Commercial,Communications,774,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-7 (ORBCOMM A8),USA,ORBCOMM Inc.,Commercial,Communications,774,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-8 (ORBCOMM A1),USA,ORBCOMM Inc.,Commercial,Communications,778,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM FM-9 (ORBCOMM A5),USA,ORBCOMM Inc.,Commercial,Communications,777,45,12/23/1997,Wallops Island Flight Facility
ORBCOMM OG2 FM-103,USA,ORBCOMM Inc.,Commercial,Communications,741,172,7/14/2014,Cape Canaveral
ORBCOMM OG2 FM-104,USA,ORBCOMM Inc.,Commercial,Communications,741,172,7/14/2014,Cape Canaveral
ORBCOMM OG2 FM-105,USA,ORBCOMM Inc.,Commercial,Communications,658,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-107,USA,ORBCOMM Inc.,Commercial,Communications,739,172,7/14/2014,Cape Canaveral
ORBCOMM OG2 FM-108,USA,ORBCOMM Inc.,Commercial,Communications,657,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-109,USA,ORBCOMM Inc.,Commercial,Communications,739,172,7/14/2014,Cape Canaveral
ORBCOMM OG2 FM-110,USA,ORBCOMM Inc.,Commercial,Communications,658,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-112,USA,ORBCOMM Inc.,Commercial,Communications,657,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-113,USA,ORBCOMM Inc.,Commercial,Communications,656,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-114,USA,ORBCOMM Inc.,Commercial,Communications,658,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-115,USA,ORBCOMM Inc.,Commercial,Communications,655,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-116,USA,ORBCOMM Inc.,Commercial,Communications,654,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-117,USA,ORBCOMM Inc.,Commercial,Communications,656,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-118,USA,ORBCOMM Inc.,Commercial,Communications,658,172,12/22/2015,Cape Canaveral
ORBCOMM OG2 FM-119,USA,ORBCOMM Inc.,Commercial,Communications,658,172,12/22/2015,Cape Canaveral
Paksat-1R,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Government/Commercial,Communications,35800,5120,8/11/2011,Xichang Satellite Launch Center
Palapa C2,Indonesia,PT Indosat,Commercial,Communications,35789,3014,5/15/1996,Guiana Space Center
Palapa D1,Indonesia,PT Indosat,Commercial,Communications,35792,4100,8/31/2009,Xichang Satellite Launch Center
"PAN-1 (Nemesis, Palladium at Night, P360, USA 207)",USA,Unknown US intelligence agency,Military,Earth Observation,35787,,9/8/2009,Cape Canaveral
ParkinsonSat-1,USA,US Naval Academy,Civil,Technology Development,700,5,5/20/2015,Cape Canaveral
Parus-95 (Cosmos 2407),Russia,Ministry of Defense,Military,Communications,1008,825,7/22/2004,Plesetsk Cosmodrome
Parus-96 (Cosmos 2414),Russia,Ministry of Defense,Military,Communications,968,825,1/20/2005,Plesetsk Cosmodrome
Parus-99 (Cosmos 2463),Russia,Ministry of Defense,Military,Communications,1022,820,4/27/2010,Plesetsk Cosmodrome
"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",USA,US Naval Academy,Government,Communications/Technology Development,796,10,9/30/2001,Kodiak Launch Complex
Perseus M1,Russia/USA,Dauria Aerospace,Commercial,Communications,625,6,6/19/2014,Dombarovsky Air Base
Perseus M2,Russia/USA,Dauria Aerospace,Commerical,Communications,624,6,6/19/2014,Dombarovsky Air Base
Persona-2 (Cosmos 2486),Russia,Ministry of Defense,Military,Earth Observation,733,7000,6/7/2013,Plesetsk Cosmodrome
Persona-3 (Cosmos 2506),Russia,Ministry of Defense,Military,Earth Observation,725,7000,6/23/2015,Plesetsk Cosmodrome
PeruSat-1,Peru,Peruvian SpaceAgency,Government,Earth Observation,705,430,9/16/2016,Guiana Space Center
Phonesat 2.4,USA,National Aeronautics and Space Administration (NASA),Government,Technology Development,507,1,11/19/2013,Wallops Island Flight Facility
PISAT,India,Indian Space Research Organization (ISRO),Government,Technology Development,704,6,9/26/2016,Satish Dhawan Space Center
Pléiades HR1A,France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,699,1000,12/17/2011,Guiana Space Center
Pléiades HR1B,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,691,970,12/2/2012,Guiana Space Center
PolyITAN-1,Ukraine,National Technical University,Civil,Technology Development,626,1,6/19/2014,Dombarovsky Air Base
Popsat-HIP,Singapore,Microspace Rapid Pte Ltd.,Commercial,Technology Development,623,3,6/19/2014,Dombarovsky Air Base
"Prism (Pico-satellite for Remote-sensing and Innovative Space Missions, Hitomi)",Japan,University of Tokyo,Civil,Earth Observation,627,5,1/23/2009,Tanegashima Space Center
Proba 1 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Technology Demonstration,676,100,10/22/2001,Satish Dhawan Space Center
Proba 2 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Technology Demonstration,728,130,11/2/2009,Plesetsk Cosmodrome
Proba V (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Earth Observation,820,140,5/7/2013,Guiana Space Center
Prometheus 2.1,USA,Los Alamos National Laboratory,Military,Technology Development,586,1,11/11/2016,Vandenberg AFB
Prometheus 2.2,USA,Los Alamos National Laboratory,Military,Technology Development,585,1,11/11/2016,Vandenberg AFB
PropCube-1 (PropCube Merryweather),USA,Naval Post-Graduate School,Military,Space Science,800,1,10/8/2015,Cape Canaveral
PropCube-3 (PropCube Flora),USA,Naval Post-Graduate School,Military,Space Science,800,1,10/8/2015,Cape Canaveral
PUCPSat-1,Peru,Institute for Radio Astronomy at Pontificia Universidad Católica del Perú (PUCP),Civil,Technology Development,640,1,11/21/2013,Dombarovsky Air Base
Pujiang-1,China,Shanghai Academy of Space Technology (SAST),Government,Technology Development,486,,9/24/2015,Jiuquan Satellite Launch Center
QB50P1 (EO 79),Belgium,von Karman Institute,Civil,Space Science,621,2,6/19/2014,Dombarovsky Air Base
QB50P2 (EO 80),Belgium,von Karman Institute,Civil,Space Science,622,2,6/19/2014,Dombarovsky Air Base
Qsat-EOS (KYUshu SATellite - Earth Observation System),Japan,Kyushu University,Civil,Earth Observation,553,49,11/6/2014,Dombarovsky Air Base
"Quantum Science Satellite (QSS, Micius, Mozi)",China,University of Science and Technology,Government,Space Science,509,700,8/15/2016,Jiuquan Satellite Launch Center
QuetzSat-1,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]) -- total capacity leased to subsidiary of EchoStar Corp.,Commercial,Communications,35798,5514,9/29/2011,Baikonur Cosmodrome
